ENOTA,VLV_MID,VLV_ID,VLV_UIME,VLV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
LV,16902837,11040,"DK, Zagrad 90, Celje",,11.87,2022/09/06,2022/09/06,1103040,,V,521530,119105
LV,16902853,11024,"III. OŠ, Vodnikova 4, Celje",,0.43,2022/09/06,2022/09/06,1102024,i,V,520221,121291
LV,16902900,11026,"Don Boskov center, Don Boskov trg 1, Celje",,0.15,2014/08/13,2014/08/13,1102026,i,V,521118,122909
LV,16902918,11032,"Sedež KS Medlog, Babno 3a, Celje",,2.79,2014/08/01,2014/08/01,1103032,i,V,517160,123785
LV,16902926,11033,"Plava laguna, Ljubljanska 58, Celje",,2.56,2014/08/01,2014/08/01,1103033,i,V,517537,122840
LV,16902934,11018,"Zarja Trnovlje, Kulturniška 4, Celje",,1.51,2014/08/01,2014/08/01,1101018,i,V,522970,122735
LV,16902942,11019,"Sedež KS Trnovlje, Trnoveljska cesta 82, Celje",,1.55,2022/09/06,2022/09/06,1101019,i,V,523240,123485
LV,16902977,11035,"Dijaški dom, Ljubljanska cesta 21, Celje",,0.23,2014/08/01,2014/08/01,1103035,i,V,519630,121605
LV,16903027,11036,"Šolski center Celje, Pot na Lavo 22, Celje",,0.15,2014/08/01,2014/08/01,1103036,i,V,519510,121875
LV,16903035,11037,"Družbeni prostori, Ul. V. prek. brigade 4, Celje",,0.08,2022/09/06,2022/09/06,1103037,,V,519170,121825
LV,16903043,11030,"I. OŠ - DE, Kosovelova ul. 14, Celje",,0.31,2022/09/06,2022/09/06,1103030,,V,520569,121509
LV,16903108,11001,"OŠ Hudinja, Mariborska cesta 125, Celje",,2.18,2022/09/06,2022/09/06,1101001,i,V,521660,124055
LV,16903124,11003,"Sedež MČ Hudinja, Ul. Frank. žrtev 17a, Celje",,0.14,2022/09/06,2022/09/06,1101003,i,V,521070,123295
LV,16903132,11004,"Hrastnik Miroslav, Vrhe 42, Teharje",,0.99,2018/10/26,2018/10/26,1101004,i,V,524286,121001
LV,16903159,11005,"Ostrožnik Horvat Karina, Bukovžlak 51, Teharje",,3.08,2022/09/06,2022/09/06,1101005,i,V,523850,121915
LV,16903167,11006,"Dvorana KS Teharje, Teharje 14, Teharje",,1.33,2014/08/13,2014/08/13,1101006,,V,523230,120625
LV,16903175,11007,"OŠ Lava, Pucova ul. 7, Celje",,0.66,2022/09/06,2022/09/06,1101007,i,V,519254,123055
LV,16903183,11008,"Sedež MČ Lava, Iršičeva 2a, Celje",,0.13,2014/08/01,2014/08/01,1101008,i,V,519320,122505
LV,16903191,11009,"Gasilski dom Ostrožno, Cesta na Ostrožno 90,Celje",,1.32,2022/09/06,2022/09/06,1101009,i,V,518420,123705
LV,16903205,11010,"Gasilski dom Lopata, Lopata 49, Celje",,1.73,2014/08/01,2014/08/01,1101010,,V,517610,124405
LV,16903213,11011,"Gasilski dom Lokrovec, Lokrovec 57, Celje",,2.64,2014/08/01,2014/08/01,1101011,i,V,519650,124625
LV,16903221,11012,"Klenovšek Jože, Dobrova 16, Celje",,1.82,2014/08/13,2014/08/13,1101012,,V,520181,123573
LV,16903230,11013,"DK,Šmartno v Rožni dolini5,Šmartno v Rožni dolini",,20.5,2022/09/06,2022/09/06,1101013,i,V,516580,125305
LV,16903256,11015,"Gostilna Tepež, Runtole 3, Škofja vas",,2,2014/08/13,2014/08/13,1101015,,V,520900,126205
LV,16903302,11020,"DK Ljubečna, Kocbekova 45, Ljubečna",,8.6,2022/09/06,2022/09/06,1101020,,V,525040,123335
LV,16903337,11021,"Športno društvo Začret, Začret, Ljubečna",,0.77,2022/09/06,2022/09/06,1101021,i,V,524070,123095
LV,16903353,11029,"IV. OŠ, Dečkova cesta 60, Celje",,0.4,2022/09/06,2022/09/06,1102029,i,V,520110,123025
LV,16903361,127006,"Gasilski dom Prožinska vas, Prožinska vas 33",,5.29,2022/08/17,2022/08/17,12701006,i,V,526310,120385
LV,16903388,127002,"Šuhel - Laška vas, Laška vas pri Štorah 41",,1.41,2022/08/17,2022/08/17,12701002,,V,524200,118905
LV,16903396,127005,"Zlatko Cmok, Pečovje 4A",,1.86,2022/08/17,2022/08/17,12701005,,V,523240,119145
LV,16903418,127003,"Kulturni dom Štore, Cesta XIV. divizije 29",,1.15,2022/08/17,2022/08/17,12701003,i,V,524640,120375
LV,16903426,127008,"Drago Gobec, Šentjanž nad Štorami 26",,3.28,2022/08/17,2022/08/17,12701008,,V,525180,118235
LV,16903434,127004,"Osnovna šola Štore, Ulica Cvetke Jerin 5",,1.13,2022/08/17,2022/08/17,12701004,i,V,523529,120269
LV,16903442,127007,"Gasilski dom Svetina, Svetina 6",,11.61,2022/08/17,2022/08/17,12701007,,V,525000,116835
LV,16903469,127001,"Osnovna šola Kompole, Kompole 92",,2.4,2014/07/31,2014/07/31,12701001,i,V,525330,119965
LV,16903477,155004,"Telovadnica OŠ Dobrna, Dobrna 1-vhod iz igrišča",,2.59,2022/09/13,2022/09/13,15504004,,V,517632,134146
LV,16903485,155005,"Telovadnica OŠ Dobrna, Dobrna 1-vhod iz igrišča",,7.76,2022/09/13,2022/09/13,15505005,,V,519081,136625
LV,16903493,155006,"Kulturni dom Dobrna, Dobrna 1a",,1.26,2022/09/13,2022/09/13,15506006,i,V,518460,133295
LV,16903507,155007,"avla Osnovne šole Dobrna, Dobrna 1",,11.34,2022/09/13,2022/09/13,15507007,,V,516801,135935
LV,16914452,57001,"Center starejših, Savinjsko nabrežje 6, Laško",,3.78,2018/09/18,2018/09/18,5701001,i,V,518430,112975
LV,16914479,57002,"Kulturni center Laško, Trg svobode 6, Laško",,5.85,2022/09/08,2022/09/08,5701002,i,V,518470,111865
LV,16914487,57003,"POŠ Debro, Poženelova 26, Laško",,17.73,2022/09/08,2022/09/08,5701003,i,V,517780,113735
LV,16914517,57004,"Zastor, d.o.o., Sp. Rečica 87, Laško",,2.97,2018/09/18,2018/09/18,5702004,i,V,517470,113610
LV,16914525,57005,"Sindikalni dom, Huda jama 1, Laško",,18.21,2018/09/18,2018/09/18,5702005,,V,515280,114415
LV,16914533,57006,"Kulturni dom, Marija Gradec 29, Laško",,8.34,2018/09/18,2018/09/18,5702006,,V,516230,111595
LV,16914550,57007,"Turistična kmetija Pirc, Lahomšek 1, Laško",,2.22,2022/09/08,2022/09/08,5702007,,V,518700,112275
LV,16914568,57008,"Na Slogah, Tevče 2, Laško",,9.87,2018/09/18,2018/09/18,5702008,,V,522110,111755
LV,16914592,57009,"Gasilski dom, Vrh nad Laškim 9a, Laško",,18.41,2018/09/18,2018/09/18,5702009,,V,521660,110785
LV,16914649,57010,"POŠ Šentrupert, Šentrupert 98, Šentrupert",,7.32,2022/09/08,2022/09/08,5702010,,V,527260,113215
LV,16914657,57011,"Strelski dom, Mala Breza 37c, Šentrupert",,3.79,2018/09/18,2018/09/18,5702011,,V,525490,113665
LV,16914665,57012,"Kulturni dom, Trobni Dol 38a, Šentrupert",,5.61,2018/09/18,2018/09/18,5702012,i,V,527350,110945
LV,16914690,57013,"OŠ Antona Aškerca Rimske Toplice, Aškerčeva c. 1",,11.89,2022/09/16,2022/09/16,5703013,i,V,515220,109235
LV,16914703,57014,"POŠ Laziše, Laziše 27, Rimske Toplice",,4.9,2022/09/16,2022/09/16,5703014,,V,519650,108915
LV,16914711,57015,"Karel Veber, Brodnice 12, Rimske Toplice",,8.95,2018/09/18,2018/09/18,5703015,,V,520850,108505
LV,16914720,57016,"Matevž Deželak, Lože 1, Rimske Toplice",,2.91,2018/09/18,2018/09/18,5703016,,V,518470,108415
LV,16914738,57017,"POŠ Jurklošter, Jurklošter 23, Jurklošter",,13.38,2022/09/08,2022/09/08,5703017,,V,522880,107695
LV,16914746,57018,"Bife Racman, Mrzlo Polje 8a, Jurklošter",,15.03,2018/09/18,2018/09/18,5703018,,V,525980,109095
LV,16914754,57019,"Anton Vresk, Polana 21, Jurklošter",,13.53,2018/09/18,2018/09/18,5703019,,V,522880,104585
LV,16914789,57020,"POŠ Sedraž, Sedraž 21, Laško",,7.73,2020/10/29,2020/10/29,5703020,,V,512030,112815
LV,16914797,57021,"POŠ Zidani Most, Zidani Most 34, Zidani Most",,6.32,2018/09/18,2018/09/18,5703021,,V,516530,107781
LV,16914819,99001,"Dom kulture Radeče, Gledališka pot 2, Radeče",,2.41,2014/08/11,2014/08/11,9901001,i,V,513580,102815
LV,16914827,99002,"Knjižnica Radeče, Ulica OF 2, Radeče",,0.47,2018/09/19,2018/09/19,9901002,i,V,514230,102895
LV,16914835,99003,"Prostori društva invalidov, Titova ulica 107",,5.91,2018/09/19,2018/09/19,9901003,,V,513085,102735
LV,16914843,99004,"Vrtec Radeče, Kolenov graben 6, Radeče",,2.46,2018/09/19,2018/09/19,9901004,i,V,514400,102665
LV,16914851,99005,"Ribič Rado, Obrežje 21, Radeče",,1.62,2022/09/16,2022/09/16,9901005,,V,514920,102765
LV,16914860,99006,"Gostilna Strnad, Hotemež 6, Radeče",,6.23,2006/09/20,2006/09/20,9901006,,V,512810,100535
LV,16914878,99007,"Plaznik Leopold, Jelovo 7, Radeče",,4.23,2018/09/19,2018/09/19,9901007,,V,512700,104065
LV,16914894,99008,"Gasilski dom Jagnjenica, Jagnjenica 14, Radeče",,9.1,2018/09/19,2018/09/19,9902008,i,V,510350,102675
LV,16914908,99009,"PGD Svibno, Svibno 18a, Radeče",,14.6,2018/09/19,2018/09/19,9902009,,V,507480,101705
LV,16914916,99010,"KS Vrhovo, Vrhovo 43a, Radeče",,4.98,2018/09/19,2018/09/19,9902010,,V,515740,99035
LV,16916757,57022,"Gasilski dom, Zidani Most 12, Zidani Most",,8.81,2018/09/18,2018/09/18,5703022,,V,513140,105165
LV,16924938,38001,"OŠ Antona Žnideršiča, Ilirska Bistrica",,0.95,2010/08/30,2010/08/30,3801001,,V,441528,47126
LV,16924962,38002,"Levstikova 5 , Ilirska Bistrica",,16.85,2007/06/29,2007/06/29,3801002,,V,441668,47826
LV,16925357,38003,"Osnovna šola Dragotina Ketteja, Ilirska Bistrica",,0.98,2010/08/30,2010/08/30,3801003,,V,440698,47936
LV,16925365,38004,"Jurčičeva ulica 1, Ilirska Bistrica",,46.67,2010/08/30,2010/08/30,3801004,,V,440787,48724
LV,16925373,38005,"Predavalnica-vhod v bivši transport,Šercerjeva 17",,0.18,2022/09/07,2022/09/07,3801005,,V,440608,48146
LV,16925381,38006,"Vaški dom Jasen, Jasen 15c",,2.26,2022/09/07,2022/09/07,3801006,,V,442288,46676
LV,16925390,38007,Gasilski dom Vrbovo,,5.51,2007/06/29,2007/06/29,3801007,,V,443576,46120
LV,16925403,38008,"Vaški dom, Vrbica 24",,1.93,2022/09/07,2022/09/07,3801008,,V,444208,45286
LV,16925411,38009,Jablanica 32a,,6.85,2007/06/29,2007/06/29,3801009,,V,445248,44656
LV,16925420,38010,"Gostilna Celin, Kuteževo",,13.24,2007/06/29,2007/06/29,3801010,,V,447758,43586
LV,16925438,38011,"Bar Kočanija, Trpčane",,4.5,2014/07/24,2014/08/06,3801011,,V,446928,43136
LV,16925446,38012,"Balinarska dvorana na mlaki, Zabiče",,65.78,2022/09/19,2022/09/19,3801012,,V,448833,41970
LV,16925462,38013,"Gostilna ""Sabrina"", Sušak",,6.22,2022/09/07,2022/09/07,3801013,,V,447428,38786
LV,16925489,38014,"Bivša gostilna, Novokračine 46",,9.04,2018/09/18,2018/09/18,3801014,,V,445108,40816
LV,16925497,38015,Gasilski dom Jelšane,,6.34,2014/07/24,2014/08/06,3801015,,V,443058,40316
LV,16925519,38016,Dolenje pri Jelšanah 6,,6.96,2018/09/14,2018/09/14,3801016,,V,442708,40926
LV,16925527,38017,Bivša šola Veliko Brdo,,7.09,2014/07/24,2014/08/06,3801017,,V,439118,41996
LV,16925535,38018,"Na balincu, Mala Bukovica",,3.72,2014/07/24,2014/08/06,3801018,,V,440848,44016
LV,16925543,38019,"Na balincu, Koseze",,2.17,2018/09/14,2018/09/14,3801019,,V,440798,46136
LV,16925551,38020,Vaški dom Velika Bukovica,,5.35,2014/07/24,2014/08/06,3801020,,V,439448,45296
LV,16925560,38021,Grad Dolnji Zemon -prostori KS,,5.35,2014/07/24,2014/08/06,3801021,,V,442058,45696
LV,16925578,38022,Vaški dom Gornji Zemon,,5.24,2014/07/24,2014/08/06,3801022,,V,443908,44086
LV,16925586,38023,Pavlica 6,,2.46,2018/09/14,2018/09/14,3801023,,V,438278,43156
LV,16925594,38024,Starod 49a,,11.56,2018/09/14,2018/09/14,3801024,,V,437088,40206
LV,16925608,38025,Osnovna šola Podgrad,,12.24,2014/07/24,2014/08/06,3801025,,V,432878,42956
LV,16925616,38026,Vaški dom Podbeže,,5.59,2014/07/24,2014/08/06,3801026,,V,433828,45536
LV,16925624,38027,"Na plesišču, Račice",,11.98,2014/07/24,2014/08/06,3801027,,V,434488,41836
LV,16925632,38028,"Vaški dom Sabonje, Sabonje 47",,6.12,2018/09/18,2018/09/18,3801028,,V,436138,44196
LV,16925659,38029,Vaški dom Hrušica,,14.26,2014/07/24,2014/08/06,3801029,,V,431378,44866
LV,16925667,38030,Osnovna šola Pregarje,,15.81,2014/07/24,2014/08/06,3801030,,V,432328,48796
LV,16925675,38031,Vaška brunarica Prelože,,3.82,2022/09/07,2022/09/07,3801031,,V,432298,51756
LV,16925683,38032,Vaški dom Zajelšje,,2.85,2014/07/24,2014/08/06,3801032,,V,434298,47416
LV,16925691,38033,"Društveni prostori, Tominje",,4.02,2014/07/24,2014/08/06,3801033,,V,435508,47366
LV,16925705,38034,"Stavba bivše šole, Harije",,4.42,2014/07/24,2014/08/06,3801034,,V,437528,46326
LV,16925713,38035,"Gostilna Pizzerija Škorpion, Rečica 1a",,8.17,2018/09/18,2018/09/18,3801035,,V,438728,47256
LV,16925721,38036,Bivša šolska stavba Ostrožno Brdo,,9.32,2014/07/24,2014/08/06,3801036,,V,431718,53746
LV,16925730,38037,Janeževo Brdo 12,,2.48,2022/09/07,2022/09/07,3801037,,V,433928,52546
LV,16925748,38038,Kilovče 13,,1.59,2014/07/24,2014/08/06,3801038,,V,436568,53666
LV,16925756,38039,Prem 1,,2.82,2018/09/14,2018/09/14,3801039,,V,436508,52516
LV,16925764,38040,Ratečevo Brdo 2,,3.04,2014/07/24,2014/08/06,3801040,,V,437918,53486
LV,16925772,38041,Pomožni prostori pri mrliški vežici Prem,,3.2,2022/09/07,2022/09/07,3801041,,V,436298,51956
LV,16925799,38042,Čelje - dvorana KS,,5.44,2014/07/24,2014/08/06,3801042,,V,435028,49256
LV,16925802,38043,Smrje 56,,5.09,2014/07/24,2014/08/06,3801043,,V,436598,50796
LV,16925829,38044,"Gostilna Kambra, Topolc 8a",,3.58,2022/09/07,2022/09/07,3801044,,V,438909,49568
LV,16925837,38045,Mereče 22,,2.92,2022/09/07,2022/09/07,3801045,,V,438838,51656
LV,16925845,38047,Prostori KS Šembije,,11.87,2014/07/24,2014/08/06,3801047,,V,439798,52116
LV,16925853,38048,Gasilski dom Knežak,,12,2014/07/24,2014/08/06,3801048,,V,440668,54286
LV,16925870,38050,Gasilski dom Koritnice,,61.58,2022/09/07,2022/09/07,3801050,,V,450388,54726
LV,16927040,38046,Pomožni vaški prostor Podstenje,,1.98,2014/07/24,2014/08/06,3801046,,V,439228,51306
LV,17031716,90001,"Glasbena šola Piran, Levstikova 8","Scuola di musica Pirano, Via F. Levstik 8",0.07,2022/09/16,2022/09/19,9001001,,V,387957,44267
LV,17031724,90002,"ZD Piran, Cankarjevo nabr. 9a","Poliambulatorio di Pirano, Riva I. Cankar 9a",0.1,2022/09/16,2022/09/19,9001002,,V,388237,44117
LV,17031732,90003,"Mladinski Epicenter Piran, Ul. IX.Korpusa 44a","Epicentro giovanile  Pirano, V. IX C. d'armata 44a",0.9,2022/09/16,2022/09/19,9001003,,V,388477,43737
LV,17031759,90004,"Avditorij Portorož, Senčna pot 8a","Avditorij Portorose, Via Ombrata 8a",0.9,2022/09/16,2022/09/19,9002004,,V,389577,42637
LV,17031767,90005,"Dom družbenih organizacij, Belokriška c. 56","Casa associazioni sociali,Str. di Croce Bianca 56",1.7,2022/09/16,2022/09/19,9002005,,V,388687,42837
LV,17031783,90006,"CSO Lucija I, Seča 197b","Centro per la terza etá Lucia II, Sezza 197b",0.11,2022/09/16,2022/09/19,9002006,,V,390627,41837
LV,17031791,90007,"KS Strunjan, Strunjan 28","CL di Strugnano, Strugnano 28",3.51,2022/09/16,2022/09/19,9002007,,V,390877,43687
LV,17031805,90008,"CSO Lucija II, Seča 197b","Centro per la terza etá Lucia II, Sezza 197b",0.1,2022/09/16,2022/09/19,9003008,,V,390727,41707
LV,17031813,90009,"OŠ Lucija I, Fazan 1","SE Lucia I, Fasano 1",0.39,2022/09/16,2022/09/19,9003009,,V,391047,41627
LV,17031821,90010,"OŠ Lucija II, Fazan 1","SE Lucia II, Fasano 1",3.49,2022/09/16,2022/09/19,9003010,,V,390677,42467
LV,17031848,90011,"ZD Lucija, C. Solinarjev 1","Poliambulatorio Lucia, Strada dei Salinari 1",3.45,2022/11/10,2022/11/10,9004011,,V,390913,41377
LV,17031856,90012,"OŠ Sečovlje, Sečovlje 78","SE Sicciole, Sicciole 78",18.1,2022/09/16,2022/09/19,9004012,,V,392527,39387
LV,17031864,90013,"OŠ Sv. Peter, Sv. Peter 30",,4.06,2022/09/16,2022/09/19,9004013,,V,396677,37087
LV,17031872,90014,"Dom Zmaga, Nova vas nad Dragonjo 3",,3.69,2022/09/16,2022/09/19,9004014,,V,397867,38407
LV,17031899,90015,"KD B. Jakca,  Padna 11",,2.94,2022/09/16,2022/09/19,9004015,,V,397157,39907
LV,17095765,50557,OŠ Elvire Vatovec – podružnica Sv. Anton,,4.36,2022/09/13,2022/09/15,5001557,,V,409027,43567
LV,17099507,50558,Montinjan – Vaški dom,,1.08,2022/09/13,2022/09/15,5001558,,V,405987,42737
LE,17101790,21301,Volilna enota 1,,8.06,2014/08/11,2014/08/11,,,V,401507,49597
LV,17102621,40114,"Medgeneracijski center Izola, Livade 7a","Centro intergenerazionale di Isola, Livade 7a",2.37,2022/10/24,2022/10/27,4001014,i,V,395687,44187
LV,17103695,50427,Obalni dom upokojencev Koper,Casa Costiera del pensionato Capodistria,0.33,2022/09/13,2022/09/15,5001427,,V,398827,45547
LV,17103709,50525,Trebeše št. 40 –  Lovski dom,,2.47,2022/09/13,2022/09/15,5001525,,V,410647,37546
LV,17103717,50529,Božiči – Kulturni dom,Bosici – Casa di cultura,4.02,2022/09/13,2022/09/15,5001529,,V,403477,49457
LV,17138600,91043,"Gostilna Miranda, Selce",,10.32,2010/08/25,2010/08/26,9101015,,V,436818,62786
LV,17144049,94027,"HIŠA ČIČ, Zagon 3a",,3.28,2018/09/14,2018/09/14,9401027,,V,435908,73026
LV,17146688,94028,DOM KRAJANOV KOČE,,4.08,2018/09/14,2018/09/14,9401028,,V,436238,64896
LV,17149008,38049,"Na balincu, Bač",,26.56,2022/09/07,2022/09/07,3801049,,V,441908,55186
LV,17256319,35001,"Hrpelje, prostori vaškega doma, Na gorici 2a",,5.43,2022/09/14,2022/09/14,3501001,,V,417918,52006
LV,17256327,35002,"Tublje pri Hrpeljah 24, gostilna Križman",,8.77,2022/09/14,2022/09/14,3501002,,V,419968,51186
LV,17256335,35003,"Krvavi Potok, vaški dom",,3.97,2018/09/14,2018/09/14,3501003,,V,415118,53346
LV,17256343,35004,"Kozina,prostori Knjižnice na Kozini,Istrska ul.19",,2.95,2022/09/14,2022/09/14,3501004,,V,417052,52683
LV,17256351,35005,"Vrhpolje, vaški dom",,6.5,2022/09/14,2022/09/14,3501005,,V,416568,54716
LV,17256360,35006,"Artviže, vaški dom, Artviže št.6a",,5.72,2022/09/14,2022/09/14,3501006,,V,424118,52996
LV,17256378,35007,"Gradišče pri Materiji,prostori krajevne skupnosti",,6.95,2022/09/14,2022/09/14,3501007,,V,426728,46256
LV,17256386,35008,"Bač pri Materiji št. 28b, Gasilski dom",,32.7,2010/08/31,2010/08/31,3501008,,V,421659,49487
LV,17256394,35009,"Brezovica, vaški dom",,3.17,2022/09/14,2022/09/14,3501009,,V,422248,51796
LV,17256408,35010,"Ocizla, v vaški hiši, Ocizla št. 36",,7.65,2022/09/14,2022/09/14,3501010,,V,414808,50656
LV,17256416,35011,"Obrov, prostori balinišča",,43.8,2018/09/14,2018/09/14,3501011,,V,428668,45146
LV,17256424,35012,"Prešnica, Osnovna šola",,17.11,2001/03/06,2001/03/13,3501012,,V,417158,48486
LV,17256432,35013,"Rodik, prostori Vaškega doma , Rodik 6",,10.99,2022/09/14,2022/09/14,3501013,,V,420478,54496
LV,17256459,35014,"Slivje, prostori krajevne skupnosti",,17.06,2022/09/14,2022/09/14,3501014,,V,425648,48406
LV,17256467,35015,"Tatre, vaški dom",,6.84,2022/09/14,2022/09/14,3501015,,V,428708,51286
LV,17256530,19001,"Barka, Stara osnovna šola Barka, Vremski Britof",,10.22,2014/08/08,2014/08/08,1903001,,V,426078,55996
LV,17256556,19003,"Dolnje Ležeče, Vaški dom Dolnje Ležeče",,8.02,2022/09/14,2022/09/14,1902003,i,V,421438,59726
LV,17256564,19004,"Naklo, Vaški dom Naklo",,5.51,2017/02/07,2017/02/07,1902004,i,V,421348,58606
LV,17256572,19005,"Dane pri Divači, Vaški dom Dane",,8.86,2017/02/07,2017/02/07,1902005,i,V,419548,56466
LV,17256599,19006,"Vareje, Vaški dom Vareje",,12.65,2022/09/14,2022/09/14,1903006,,V,425578,54166
LV,17256602,19007,Avla večnam. dvor. Rudolfa Cvetka ob OŠ Senožeče,,37.36,2018/09/14,2018/09/14,1904007,,V,425168,64906
LV,17256629,19008,"Dolenja vas, Zadružni dom Dolenja vas",,22.63,2014/08/08,2014/08/08,1904008,,V,422978,66266
LV,17256637,19009,"Famlje, dvorana ""RUDNIK"" Vreme, Famlje 2a",,26.78,2022/09/14,2022/09/14,1903009,,V,424438,57846
LV,17256645,19010,"privat hiša Čeper Jože, Gornje Ležeče 16",,4.74,2018/09/14,2018/09/14,1903010,,V,427558,58866
LV,17256742,49001,"Prostori vaške skupnosti, Brestovica pri Komnu 55",,12.87,2022/09/07,2022/09/07,4901001,,V,394537,75547
LV,17256769,49002,"Brje pri Komnu, vaški dom",,2.87,2018/09/14,2018/09/14,4901002,,V,400277,72437
LV,17256777,49003,"Prostori vaške skupnosti, Gabrovica pri Komnu 47",,6.2,2022/09/07,2022/09/07,4901003,,V,405408,74357
LV,17256785,49004,"Gorjansko, Kulturni dom ( kotiček)",,13.2,2010/09/02,2010/09/02,4901004,,V,400227,74287
LV,17256793,49005,"Hruševica, vaški dom",,3.99,2001/05/29,2001/05/29,4901005,,V,408928,75197
LV,17256807,49006,"Ivanji grad, vaški dom",,4.97,2018/09/14,2018/09/14,4901006,,V,398847,76187
LV,17256815,49007,"Vaški dom, Kobjeglava 75",,9.57,2022/09/07,2022/09/07,4901007,,V,407278,75807
LV,17256823,49008,"Prost. vaške skupnosti Gornja Branica, Kodreti 10",,4.93,2022/09/07,2022/09/07,4901008,,V,413628,75837
LV,17256831,49009,"Dvorana kulturnega doma Komen, Komen  118",,9.36,2022/09/07,2022/09/07,4901009,,V,402658,76457
LV,17256840,49010,"Prostori stare šole, Sveto 68",,5.47,2022/09/07,2022/09/07,4901010,,V,401408,76847
LV,17256858,49011,"Prostori stare šole, Škrbina",,8.74,2022/09/07,2022/09/07,4901011,,V,401758,78837
LV,17256866,49012,"Zadružni dom, Štanjel 59a",,11.46,2022/09/07,2022/09/07,4901012,,V,410178,76587
LV,17256874,49013,"Tomačevica, vaški dom",,4.21,2001/05/29,2001/05/29,4901013,,V,404668,75937
LV,17256882,49014,"Vaški dom, Volčji grad 24",,4.81,2022/09/07,2022/09/07,4901014,,V,402879,74168
LV,17258311,35016,"Klanec pri Kozini,  prostori vaškega doma",,8.02,2022/09/14,2022/09/14,3501016,,V,414698,48906
LV,17258320,111001,"Avber, v bivši šoli",,10.98,2006/08/31,2006/08/31,11101001,,V,412438,71817
LV,17258338,111002,"Dane pri Sežani, Dom na Padulu",,5.73,2002/09/17,2002/09/17,11101002,,V,413178,64647
LV,17258346,111003,"Dutovlje,prostori Bunčetove domačije, Dutovlje 65",,9.01,2014/07/21,2014/08/07,11101003,,V,409078,69607
LV,17258354,111004,"Kreplje, Vaški dom",,2.85,2010/08/30,2010/08/30,11101004,,V,409448,67887
LV,17258362,111005,"Skopo, Vaška dvorana",,4.31,2010/08/30,2010/08/30,11101005,,V,408508,71037
LV,17258389,111006,"Kopriva, Dvorana vaške skupnosti",,6.05,2022/09/07,2022/09/07,11101006,,V,409318,72107
LV,17258397,111007,"Prostori vaške hiše Cvetke Gec, Krajna vas 40",,3.47,2022/09/09,2022/09/09,11101007,,V,406928,70617
LV,17258419,111008,"Kazlje, Dom krajevne skupnosti",,7.25,2002/09/17,2002/09/17,11101008,,V,415088,69917
LV,17258427,111009,"Lokev, Kulturni dom",,18.34,2002/09/17,2002/09/17,11101009,,V,416129,58796
LV,17258435,111010,"Pliskovica, Prostori balinarskega kluba",,12.21,2022/09/07,2022/09/07,11101010,,V,405168,71067
LV,17258443,111011,"Veliki dol, v prostorih dvorane stare šole",,5.83,2022/09/07,2022/09/07,11101011,,V,402987,70817
LV,17258451,111012,"Vaška hiša Dragice Knez, Tublje pri Komnu 16",,3.48,2022/09/07,2022/09/07,11101012,,V,402017,71387
LV,17258460,111013,"Povir, zadružni dom",,21.48,2018/09/14,2018/09/14,11101013,,V,416934,62851
LV,17258478,111014,"Sedež občine Sežana, Partizanska cesta 4",,5.83,2010/08/30,2010/08/30,11101014,,V,411958,63827
LV,17258486,111015,"Otroški vrtec,Ulica Jožeta Pahorja 1",,0.14,2010/08/30,2010/08/30,11101015,,V,411658,63727
LV,17258494,111016,"Varstveno del.center-Enota Sežana,Ul. J.Pahorja 3",,8.05,2022/09/07,2022/09/07,11101016,,V,411518,63707
LV,17258508,111017,"Osnovna šola Sežana (v jedilnici), Kosovelova 6",,0.75,2010/08/30,2010/08/30,11101017,,V,412138,63607
LV,17258516,111018,Stara osnovna šola v Sežani,,2.25,2010/08/30,2010/08/30,11101018,,V,412378,63817
LV,17258524,111019,"Zavod za gas. in rešev.sl. Sežana,Bazoviška ul.13",,17.84,2010/08/30,2010/08/30,11101019,,V,412056,63233
LV,17258532,111020,"Dol pri Vogljah, Zadružni dom",,4.1,2010/08/30,2010/08/30,11101020,,V,407218,66197
LV,17258559,111021,"Štjak, v bivši šoli, Štjak 40",,13.03,2018/09/14,2018/09/14,11101021,,V,414928,73377
LV,17258567,111022,"Štorje, Zadružni dom",,11.65,2010/08/30,2010/08/30,11101022,,V,416578,67047
LV,17258575,111023,"Tomaj, Sedež krajevne skupnosti",,12.96,2022/09/07,2022/09/07,11101023,,V,410728,68727
LV,17258583,111024,"Križ, Vaški dom",,7.85,2010/08/30,2010/08/30,11101024,,V,411938,67867
LV,17258591,111025,"Tabor, prostori šole, Tabor št.9",,21.96,2014/07/21,2014/08/07,11101025,,V,419178,70987
LV,17265474,35017,"Javorje, vaški dom",,4.48,2022/09/14,2022/09/14,3501017,,V,429778,46466
LE,17268627,1901,Volilna enota 1 (sedež Divača),,5.94,2014/08/08,2014/08/08,,,V,419778,60746
LE,17268635,1902,Volilna enota 2 (sedež Dolnje Ležeče),,24.79,2014/08/08,2014/08/08,,,V,420628,60266
LE,17268643,1903,Volilna enota 3 (sedež Dolnje Vreme),,54.38,2014/08/08,2014/08/08,,,V,426078,55996
LE,17268651,1904,Volilna enota 4 (sedež Senožeče),,60,2014/08/08,2014/08/08,,,V,422978,66266
